Customer_ID,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Latitude,Longitude,Population,Quarter,Referred_a_friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Satisfaction_Score,Customer_Status,Churn_Label,Churn_Score,CLTV,Churn_Category,Churn_Reason
4464-JCOLN,Male,40,No,No,Yes,No,0,United States,California,Huron,93234,36.21786499,-120.0801163,6918,3,Yes,2,2,Offer E,Yes,15.14000034,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.85000038,35.90000153,0,0,30.28000069,66.18000031,3,Churned,Yes,68,2362,Attitude,Attitude of support person
4465-VDKIQ,Female,61,No,No,No,No,0,United States,California,Glendale,91201,34.17050934,-118.2894592,23981,3,No,0,18,None,Yes,19.93000031,No,Fiber Optic,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.80000305,1358.599976,29.76000023,0,358.7399902,1687.579956,5,Stayed,No,42,4228,Others,Others
4468-KAZHE,Female,70,No,Yes,Yes,No,0,United States,California,Hughson,95326,37.59230042,-120.8532867,6822,3,Yes,1,20,None,Yes,8.979999542,No,DSL,16,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60,1259.349976,0,0,179.6000061,1438.949951,5,Stayed,No,37,2399,Others,Others
4468-YDOVK,Male,57,No,No,No,Yes,2,United States,California,Richmond,94805,37.94145584,-122.3209686,13984,3,No,0,5,None,Yes,13.53999996,No,DSL,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.65000153,235.1999969,0,0,67.69999695,302.8999939,5,Stayed,No,68,3307,Others,Others
4471-KXAUH,Female,58,No,No,Yes,No,0,United States,California,Woody,93287,35.71024323,-118.8816757,88,3,Yes,1,42,None,Yes,10.72999954,Yes,Fiber Optic,22,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.30000305,3588.399902,0,0,450.6600037,4039.060059,3,Churned,Yes,91,2514,Attitude,Attitude of service provider
4472-LVYGI,Female,43,No,No,Yes,No,0,United States,California,San Bernardino,92408,34.08490753,-117.25811,12149,3,Yes,2,10,None,No,0,No,Cable,20,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.54999924,525.5,0,0,0,525.5,3,Stayed,No,36,2578,Others,Others
4472-VESGY,Female,41,No,No,Yes,Yes,1,United States,California,Durham,95938,39.60783005,-121.7779617,3524,3,Yes,6,52,None,Yes,31.09000015,Yes,Fiber Optic,28,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.15000153,4993.399902,0,0,1616.680054,6610.080078,4,Stayed,No,48,5123,Others,Others
4475-NVTLU,Male,21,Yes,No,Yes,Yes,1,United States,California,Paso Robles,93446,35.63422012,-120.7283401,35586,3,Yes,6,45,Offer B,Yes,17.22999954,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.20000076,903.7000122,0,0,775.3499756,1679.050049,3,Stayed,No,24,3451,Others,Others
4476-OSWTN,Male,73,No,Yes,Yes,No,0,United States,California,Witter Springs,95493,39.22232437,-122.9854889,240,3,Yes,2,69,None,Yes,8.300000191,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.5500031,7610.100098,0,0,572.7000122,8182.799805,3,Stayed,No,25,4887,Others,Others
4480-MBMLB,Female,52,No,No,No,No,0,United States,California,Los Angeles,90066,34.00202942,-118.4306564,55204,3,No,0,36,Offer C,Yes,28.40999985,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8000031,3886.449951,0,0,1022.76001,4909.209961,3,Stayed,No,68,5319,Others,Others
4480-QQRHC,Female,72,No,Yes,No,No,0,United States,California,Hydesville,95547,40.55731583,-124.081665,1201,3,No,0,8,None,Yes,2.180000067,No,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05000305,600.1500244,0,0,17.44000053,617.5900269,3,Stayed,No,79,4899,Others,Others
4482-FTFFX,Male,23,Yes,No,No,No,0,United States,California,Penngrove,94951,38.32559967,-122.6423492,3777,3,No,0,5,None,Yes,26.86000061,No,DSL,71,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15000153,291.4500122,0,0,134.3000031,425.75,4,Stayed,No,78,5232,Others,Others
4484-CGXFK,Female,45,No,No,No,No,0,United States,California,El Dorado,95623,38.63153076,-120.8426056,4097,3,No,0,3,None,Yes,25.95999908,No,DSL,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.29999924,196.1499939,0,0,77.87999725,274.0299988,1,Churned,Yes,96,3190,Dissatisfaction,Product dissatisfaction
4484-GLZOU,Female,20,Yes,No,Yes,No,0,United States,California,San Dimas,91773,34.10211945,-117.8155289,33878,3,Yes,6,52,None,Yes,10.59000015,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.0500031,5624.850098,27.60000038,0,550.6799927,6147.930176,2,Churned,Yes,65,4839,Other,Don't know
4486-EFAEB,Male,56,No,No,No,No,0,United States,California,Los Angeles,90002,33.9492569,-118.2469788,44586,3,No,0,13,None,Yes,46.91999817,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.39999962,251.6499939,0,0,609.960022,861.6099854,5,Stayed,No,54,2486,Others,Others
4487-ZYJZK,Female,60,No,No,Yes,Yes,2,United States,California,Los Gatos,95032,37.23303223,-121.9474258,24443,3,Yes,1,38,None,Yes,36.72000122,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.60000038,763.0999756,0,0,1395.359985,2158.459961,3,Stayed,No,53,4623,Others,Others
4488-KQFDT,Female,21,Yes,No,No,No,0,United States,California,Lemon Grove,91945,32.73356247,-117.0337143,24961,3,No,0,61,Offer B,Yes,15.43999958,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.9499969,6423,0,0,941.8400269,7364.839844,4,Stayed,No,59,4148,Others,Others
4488-PSYCG,Male,24,Yes,No,No,No,0,United States,California,Seiad Valley,96086,41.92417526,-123.260788,332,3,No,0,16,Offer D,Yes,21.04000092,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.25,327.4500122,0,0,336.6400146,664.0900269,1,Churned,Yes,83,4327,Price,Long distance charges
4489-SNOJF,Female,28,Yes,No,Yes,Yes,2,United States,California,Deer Park,94576,38.55438232,-122.4747696,223,3,Yes,1,35,None,Yes,25.27000046,Yes,DSL,82,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.25,2568.550049,0,0,884.4500122,3453,1,Churned,Yes,83,5898,Other,Don't know
4495-LHSSK,Female,25,Yes,No,No,Yes,2,United States,California,Camp Nelson,93208,36.05745697,-118.5919495,191,3,No,0,18,Offer D,Yes,17.51000023,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,57.65000153,992.7000122,0,0,315.1799927,1307.880005,3,Stayed,No,79,3425,Others,Others
4500-HKANN,Male,33,No,No,Yes,No,0,United States,California,Anaheim,92807,33.84873199,-117.7883606,36301,3,Yes,6,23,None,Yes,13.78999996,Yes,Cable,17,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,59.70000076,1414.199951,0,0,317.1700134,1731.369995,5,Stayed,No,49,3464,Others,Others
4501-EQDRN,Female,64,No,No,No,No,0,United States,California,Montclair,91763,34.07212067,-117.6983185,34447,3,No,0,1,None,Yes,21.52000046,No,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.69999695,69.69999695,0,0,21.52000046,91.22000122,2,Churned,Yes,91,4620,Attitude,Attitude of service provider
4501-UYKBC,Female,65,No,Yes,No,No,0,United States,California,Igo,96047,40.52453613,-122.647171,911,3,No,0,46,None,Yes,16.04000092,Yes,DSL,26,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.09999847,3255.350098,0,0,737.8400269,3993.189941,3,Stayed,No,30,3856,Others,Others
4501-VCPFK,Male,25,Yes,No,No,No,0,United States,California,Coachella,92236,33.68003082,-116.1716766,23170,3,No,0,26,Offer C,No,0,No,Cable,47,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,1022.5,0,0,0,1022.5,5,Stayed,No,65,2734,Others,Others
4503-BDXBD,Male,41,No,No,No,No,0,United States,California,Anaheim,92808,33.85045242,-117.7266693,19629,3,No,0,11,None,Yes,25.23999977,No,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.94999695,815.5,0,0,277.6400146,1093.140015,1,Churned,Yes,76,4251,Attitude,Attitude of support person
4504-YOULA,Female,42,No,No,Yes,Yes,3,United States,California,Wilton,95693,38.39255905,-121.22509,5889,3,No,0,35,Offer C,Yes,39.11000061,Yes,DSL,23,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.45000076,2136.899902,0,0,1368.849976,3505.75,3,Stayed,No,49,3682,Others,Others
4505-EXZHB,Female,75,No,Yes,No,No,0,United States,California,Ducor,93218,35.84606552,-119.0040741,823,3,No,0,6,Offer E,Yes,8.909999847,No,Fiber Optic,27,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.40000153,434.1000061,0,20,53.45999908,507.5599976,1,Churned,Yes,91,3964,Competitor,Competitor offered more data
4508-OEBEY,Male,41,No,No,Yes,No,0,United States,California,Goleta,93117,34.4899826,-120.0912476,49975,3,Yes,2,31,None,Yes,27.37000084,No,DSL,15,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,75.5,2424.449951,0,0,848.4699707,3272.919922,3,Stayed,No,61,5611,Others,Others
4510-HIMLV,Male,50,No,No,No,No,0,United States,California,La Habra,90631,33.94062042,-117.9513016,67354,3,No,0,1,None,Yes,22.86000061,No,Fiber Optic,25,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.80000305,69.80000305,0,10,22.86000061,102.6600037,2,Churned,Yes,90,4154,Dissatisfaction,Network reliability
4510-PYUSH,Female,67,No,Yes,No,No,0,United States,California,Sylmar,91342,34.32162094,-118.3998413,81986,3,No,0,38,None,Yes,26.10000038,No,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15000153,2250.649902,0,0,991.7999878,3242.449951,1,Churned,Yes,75,3110,Attitude,Attitude of support person
4512-ZUIYL,Female,31,No,No,No,No,0,United States,California,Sunnyvale,94089,37.42163467,-122.009613,16985,3,No,0,2,Offer E,Yes,37.75999832,No,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70,153.0500031,0,0,75.51999664,228.5700073,3,Churned,Yes,81,2928,Other,Moved
4513-CXYIX,Female,73,No,Yes,Yes,No,0,United States,California,Lake Elsinore,92532,33.70583725,-117.3182068,4546,3,Yes,4,71,Offer A,Yes,43.99000168,Yes,Fiber Optic,17,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.69999695,5676,0,0,3123.290039,8799.290039,3,Stayed,No,54,4583,Others,Others
4514-GFCFI,Female,76,No,Yes,No,No,0,United States,California,San Diego,92117,32.82508469,-117.1994247,51213,3,No,0,16,None,Yes,17.51000023,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.150024,0,0,280.1600037,1630.310059,2,Churned,Yes,91,5136,Attitude,Attitude of support person
4518-FZBSX,Male,57,No,No,Yes,Yes,2,United States,California,Coulterville,95311,37.72212601,-120.1101761,2271,3,Yes,4,42,Offer B,Yes,9.329999924,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,854.9000244,0,0,391.8599854,1246.76001,4,Stayed,No,64,4439,Others,Others
4521-WFJAI,Male,52,No,No,No,No,0,United States,California,Sacramento,95825,38.59003448,-121.4124527,30715,3,No,0,56,None,Yes,47.81999969,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.95000076,1444.050049,0,0,2677.919922,4121.970215,3,Stayed,No,40,4246,Others,Others
4521-YEEHE,Female,23,Yes,No,Yes,No,0,United States,California,Anaheim,92805,33.83020782,-117.9060974,68802,3,Yes,8,18,Offer D,Yes,18.54999924,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.84999847,1594.75,21.57999992,0,333.8999939,1907.069946,5,Stayed,No,59,3127,Others,Others
4522-AKYLR,Female,68,No,Yes,No,No,0,United States,California,Chino Hills,91709,33.94289398,-117.725647,66754,3,No,0,13,None,Yes,10.51000023,No,DSL,20,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.79999924,731.2999878,0,0,136.6300049,867.9299927,4,Stayed,No,7,5557,Others,Others
4522-XRWWI,Male,30,No,No,Yes,No,0,United States,California,Manton,96059,40.4266777,-121.8504181,598,3,Yes,1,42,Offer B,Yes,17.30999947,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.44999695,3375.899902,0,0,727.0200195,4102.919922,3,Stayed,No,62,4397,Others,Others
4523-WXCEF,Female,21,Yes,No,Yes,No,0,United States,California,San Jose,95129,37.3056221,-122.000885,37570,3,Yes,4,59,Offer B,Yes,9.229999542,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.0999985,6039.899902,0,0,544.5700073,6584.470215,2,Churned,Yes,87,4160,Dissatisfaction,Service dissatisfaction
4524-QCSSM,Male,39,No,No,No,No,0,United States,California,Encino,91436,34.15287399,-118.4860535,13129,3,No,0,26,None,No,0,No,DSL,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65000153,1156.550049,0,0,0,1156.550049,4,Stayed,No,33,4512,Others,Others
4525-VZCZG,Male,58,No,No,No,Yes,1,United States,California,Vernalis,95385,37.60909653,-121.263382,274,3,No,0,54,None,Yes,20.93000031,No,Fiber Optic,11,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.8499985,5826.649902,0,10,1130.219971,6966.870117,4,Stayed,No,35,5915,Others,Others
4526-EXKKN,Male,27,Yes,No,No,No,0,United States,California,Rio Nido,95471,38.52232742,-122.9793167,298,3,No,0,40,None,Yes,27.46999931,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.60000038,973.9500122,0,0,1098.800049,2072.75,5,Stayed,No,65,2601,Others,Others
4526-RMTLL,Male,32,No,No,Yes,Yes,1,United States,California,Maywood,90270,33.98857117,-118.1865616,28094,3,No,0,8,Offer E,Yes,37.27999878,Yes,DSL,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.15000153,645.7999878,0,0,298.2399902,944.039978,4,Stayed,No,64,4457,Others,Others
4526-ZJJTM,Female,72,No,Yes,Yes,No,0,United States,California,San Mateo,94403,37.53830719,-122.3051071,37926,3,Yes,1,25,None,Yes,19.44000053,No,Fiber Optic,4,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,88.40000153,2191.149902,0,0,486,2677.149902,3,Stayed,No,51,4849,Others,Others
4529-CKBCL,Female,51,No,No,No,No,0,United States,California,Ventura,93001,34.36026001,-119.3063812,32899,3,No,0,2,Offer E,Yes,49.79000092,No,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.19999695,146.0500031,0,10,99.58000183,255.6300049,2,Churned,Yes,85,4381,Attitude,Attitude of service provider
4530-NDRKU,Female,31,No,No,Yes,Yes,3,United States,California,Auburn,95603,38.91287994,-121.0827637,24944,3,Yes,4,42,None,Yes,34.65999985,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.04999924,761.8499756,0,0,1455.719971,2217.570068,4,Stayed,No,80,5091,Others,Others
4531-AUZNK,Female,21,Yes,No,Yes,Yes,1,United States,California,Oakland,94610,37.80873108,-122.2387085,29964,3,Yes,2,51,Offer B,Yes,18.42000008,Yes,Fiber Optic,47,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,95.15000153,5000.049805,0,0,939.4199829,5939.470215,3,Stayed,No,21,6492,Others,Others
4534-WGCIR,Female,56,No,No,Yes,Yes,2,United States,California,Covina,91723,34.08474731,-117.8868408,17554,3,Yes,1,58,None,Yes,29.5,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.14999962,1509.900024,0,0,1711,3220.899902,4,Stayed,No,71,6444,Others,Others
4536-PLEQY,Male,44,No,No,Yes,No,0,United States,California,Los Angeles,90058,34.00161743,-118.2222748,3642,3,Yes,1,12,Offer D,Yes,44.59999847,No,Fiber Optic,20,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.05000305,999.7999878,0,0,535.2000122,1535,3,Stayed,No,80,2540,Others,Others
4537-CIBHB,Female,59,No,No,Yes,Yes,3,United States,California,Arvin,93203,35.1163063,-118.8176422,16206,3,Yes,10,9,None,Yes,12.55000019,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,172.3500061,0,0,112.9499969,285.2999878,5,Stayed,No,48,4272,Others,Others
4538-WNTMJ,Female,39,No,No,Yes,No,0,United States,California,Isleton,95641,38.1548233,-121.6013565,2010,3,No,0,46,Offer B,Yes,4.599999905,Yes,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.95000076,1165.900024,0,0,211.6000061,1377.5,3,Stayed,No,58,3979,Others,Others
4541-RMRLG,Male,53,No,No,No,No,0,United States,California,Hayward,94541,37.6740036,-122.0767975,60274,3,No,0,7,None,Yes,9.140000343,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,112.3000031,0,0,63.97999954,176.2799988,3,Churned,Yes,82,4489,Attitude,Attitude of support person
4544-RXFMG,Male,48,No,No,Yes,Yes,2,United States,California,North San Juan,95960,39.42304611,-120.9844742,565,3,Yes,1,8,Offer E,Yes,6.78000021,No,DSL,24,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,43.45000076,345.5,0,0,54.24000168,399.7399902,3,Stayed,No,50,4184,Others,Others
4546-FOKWR,Female,35,No,No,No,No,0,United States,California,Los Gatos,95032,37.23303223,-121.9474258,24443,3,No,0,16,None,Yes,13.03999996,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,1129.349976,39.99000168,0,208.6399994,1298,5,Stayed,No,27,3574,Others,Others
4547-FZJWE,Male,24,Yes,No,Yes,No,0,United States,California,Forest Falls,92339,34.06769943,-116.9038925,958,3,Yes,5,55,None,Yes,36.16999817,No,DSL,69,Yes,No,No,No,No,Yes,Yes,No,One Year,No,Credit Card,59.45000076,3157,0,40,1989.349976,5186.350098,4,Stayed,No,77,5712,Others,Others
4547-KQRTM,Female,60,No,No,No,No,0,United States,California,Eldridge,95431,38.34888458,-122.5169907,363,3,No,0,10,None,Yes,49.70000076,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.05000305,830.7000122,0,0,497,1327.699951,1,Churned,Yes,76,3740,Competitor,Competitor offered higher download speeds
4547-LYTDD,Female,35,No,No,No,No,0,United States,California,North Hollywood,91601,34.1692009,-118.3724976,36625,3,No,0,16,Offer D,Yes,46.99000168,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65000153,1194.300049,0,0,751.8400269,1946.140015,1,Churned,Yes,73,2850,Competitor,Competitor had better devices
4548-SDBKE,Female,26,Yes,No,No,No,0,United States,California,San Dimas,91773,34.10211945,-117.8155289,33878,3,No,0,5,Offer E,Yes,34.49000168,Yes,Fiber Optic,46,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.19999695,474.7999878,0,0,172.4499969,647.25,3,Churned,Yes,87,4109,Attitude,Attitude of service provider
4549-ZDQYY,Female,35,No,No,No,No,0,United States,California,Torrance,90505,33.8078804,-118.3479538,34873,3,No,0,52,None,Yes,33.84000015,No,DSL,5,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,57.95000076,3042.25,0,0,1759.680054,4801.930176,3,Stayed,No,28,6078,Others,Others
4550-EVXNY,Female,52,No,No,No,No,0,United States,California,San Francisco,94115,37.78602982,-122.4373016,33122,3,No,0,1,Offer E,Yes,49.24000168,No,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65000153,69.65000153,0,0,49.24000168,118.8899994,2,Churned,Yes,77,2418,Competitor,Competitor offered higher download speeds
4550-VBOFE,Male,69,No,Yes,Yes,No,0,United States,California,Soulsbyville,95372,37.99057388,-120.2618179,1519,3,Yes,1,70,None,Yes,17.45000076,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.9499969,7101.5,15.23999977,0,1221.5,8307.759766,1,Churned,Yes,91,5005,Competitor,Competitor had better devices
4553-DVPZG,Female,30,No,No,Yes,No,0,United States,California,Daly City,94015,37.68084335,-122.481308,63337,3,Yes,10,62,Offer B,Yes,15.06000042,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.3499985,6164.700195,0,0,933.7199707,7098.419922,5,Stayed,No,77,5049,Others,Others
4554-YGZIH,Male,75,No,Yes,Yes,No,0,United States,California,Summerland,93067,34.42099762,-119.6013718,576,3,Yes,3,49,Offer B,Yes,22.92000008,Yes,Fiber Optic,14,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,90.05000305,4547.25,0,0,1123.079956,5670.330078,2,Churned,Yes,96,5059,Competitor,Competitor made better offer
4558-CGYCZ,Male,20,Yes,No,No,No,0,United States,California,San Fernando,91340,34.28613281,-118.4359665,33389,3,No,0,4,None,Yes,41.93999863,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,78.30000305,0,0,167.7599945,246.0599976,3,Stayed,No,25,4987,Others,Others
4558-FANTW,Female,30,No,No,Yes,No,0,United States,California,Fair Oaks,95628,38.65206528,-121.2544098,40750,3,Yes,1,17,Offer D,Yes,41.95000076,No,Fiber Optic,51,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.84999847,1574.449951,0,0,713.1500244,2287.600098,1,Churned,Yes,89,5643,Price,Lack of affordable download/upload speed
4559-UWIHT,Male,37,No,No,Yes,No,0,United States,California,Atascadero,93422,35.45391083,-120.6946106,29539,3,Yes,8,14,Offer D,Yes,45.56999969,Yes,Fiber Optic,10,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.65000153,1185,0,0,637.9799805,1822.97998,5,Stayed,No,79,4965,Others,Others
4560-WQAQW,Female,62,No,No,No,No,0,United States,California,Mount Laguna,91948,32.83085251,-116.444603,81,3,No,0,59,Offer B,Yes,28.31999969,Yes,DSL,9,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.69999695,4070.949951,0,150,1670.880005,5891.830078,3,Stayed,No,29,4244,Others,Others
4565-EVZMJ,Female,55,No,No,No,No,0,United States,California,San Diego,92128,33.00027084,-117.0720901,42733,3,No,0,47,None,Yes,26.35000038,No,Cable,5,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.90000153,2813.050049,0,0,1238.449951,4051.5,4,Stayed,No,40,5774,Others,Others
4565-NLZBV,Female,33,No,No,Yes,No,0,United States,California,Kneeland,95549,40.66448212,-123.8653259,264,3,Yes,5,71,None,Yes,43.36999893,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.64999962,1710.150024,0,0,3079.27002,4789.419922,4,Stayed,No,42,4015,Others,Others
4566-GOLUK,Male,43,No,No,Yes,No,0,United States,California,Rosemead,91770,34.06510925,-118.0827942,61623,3,Yes,1,47,None,Yes,37.74000168,Yes,Fiber Optic,7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.3499985,5118.950195,0,0,1773.780029,6892.72998,2,Churned,Yes,91,3620,Attitude,Attitude of support person
4566-NECEV,Male,40,No,No,No,No,0,United States,California,Palos Verdes Peninsula,90274,33.78820801,-118.404953,24979,3,No,0,5,None,Yes,39.13000107,Yes,Fiber Optic,20,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.55000305,500.1000061,0,0,195.6499939,695.75,3,Stayed,No,56,3787,Others,Others
4566-QVRRW,Female,41,No,No,Yes,No,0,United States,California,Witter Springs,95493,39.22232437,-122.9854889,240,3,Yes,1,11,Offer D,Yes,24.82999992,No,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.04999924,483.7000122,0,0,273.1300049,756.8300171,1,Churned,Yes,84,3200,Competitor,Competitor had better devices
4567-AKPIA,Female,28,Yes,No,Yes,Yes,2,United States,California,Canyon Dam,95923,40.17131042,-121.1206055,86,3,Yes,3,41,None,Yes,20.40999985,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.0999985,4454.25,0,0,836.8099976,5291.060059,5,Stayed,No,77,4854,Others,Others
4568-KNYWR,Male,56,No,No,No,No,0,United States,California,Fullerton,92831,33.87998199,-117.8954849,34592,3,No,0,52,None,Yes,46.24000168,No,Cable,10,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,63.25,3342.449951,0,130,2404.47998,5876.930176,4,Stayed,No,43,6471,Others,Others
4568-TTZRT,Male,36,No,No,No,No,0,United States,California,Auburn,95602,38.99002838,-121.1144104,18197,3,No,0,9,Offer E,Yes,13.72000027,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.39999962,181.8000031,0,0,123.4800034,305.2799988,5,Stayed,No,21,5380,Others,Others
4570-QHXHL,Female,48,No,No,No,No,0,United States,California,Santa Ana,92704,33.71986771,-117.9070663,91188,3,No,0,9,None,Yes,40.72999954,No,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.75,405.7000122,5.900000095,0,366.5700073,766.3699951,3,Stayed,No,70,5644,Others,Others
